address,nbr_tx_in,nbr_tx_out,Tot_in,Tot_out,mean_in,mean_out,sdev_in,sdev_out,gini_in,gini_out,avg_time_btw_tx,lifetime,ponzi
0x71b00550f1f67e6d1db593037a4283d456c1491f,140,12,4.48E+18,1.59E+17,3.2E+16,1.32E+16,6.53E+16,1.84E+16,0.776585,0.521819,97373.96711,14800843,0
0x4f5816985263bb4eca89177a287b8a197711b23f,168,4,2.1E+20,4,1.25E+18,1,5.12E+18,0,0.808144,0,22201.48256,3818655,0
0xe58b65d1c0c8e8b2a0e3a3acec633271531084ed,1,173,2.24E+18,2.22E+17,2.24E+18,1.28E+15,0,2.11E+15,0,0.216945,102337.7529,17806769,0
0xb6aca06a3588f4ce5ce33a1a7e9152892b250ca3,40,2,8.95E+19,6.1E+18,2.24E+18,3.05E+18,3.8E+18,2.48E+18,0.710463,0.407182,446332.3571,18745959,0
0xa5629861c9c345f50221996ef852fd9665eb1c05,4929,311,5.26E+22,4.11E+18,1.07E+19,1.32E+16,4.14E+18,4.77E+16,0.19097,0.904757,5903.152863,30932521,0
0xfd52fa412913096a6b2e84374babf84b6ff2baf6,2,9,3E+15,2.28E+18,1.5E+15,2.53E+17,5E+14,2.2E+17,0.166667,0.406222,26370.27273,290073,0
0xd897a2e34a5155e8ba5d4093a7ac883d374ff1d0,179,1021,2.28E+17,1.54E+20,1.27E+15,1.51E+17,2.08E+15,2.77E+17,0.211359,0.669864,41812.11083,50174533,0
0xa4bec96265c7b58486acd15de27a53e2a45b30a2,744,3,1.59E+20,9.13E+16,2.14E+17,3.04E+16,3.18E+17,3.58E+16,0.607286,0.586301,30475.34806,22765085,0
0xe2bef3e4da2dfce1fd970c8a9d233951c5c4382f,667,199476,5.66E+20,3.33E+21,8.49E+17,1.67E+16,5.52E+18,1.05E+18,0.964365,0.954354,251.773167,50390637,0
0xc03dbb04e6e726d88e29cb161f342b2846c4b80c,6,17,6.35E+16,5.69E+17,1.06E+16,3.35E+16,6.02E+15,1.18E+17,0.303603,0.87982,679588.8261,15630543,0
0x1242b404ccaab81d1a2a5429160d91cae749db4c,9300,79,2.49E+21,4.53E+17,2.68E+17,5.74E+15,8.16E+17,8.53E+15,0.830854,0.555281,3391.572876,31809562,0
0xb75bab60770f91bdb2eb40f2e3663a05ad2090ca,774,47,3.03E+22,1.17E+19,3.91E+19,2.5E+17,1.3E+20,6.32E+17,0.783147,0.77736,58309.42266,47872036,0
0xaf1119ac13da83961883773f715e58d43e2aae07,3,4548,3E+16,1.71E+20,1E+16,3.76E+16,0,2.33E+16,0,0.334818,3525.796089,16045898,0
0x219014ef0fdf1b9b0d4e9e453e021573b7082bed,3,581,1.02E+16,7.31E+20,3.42E+15,1.26E+18,4.66E+15,3.68E+18,0.644091,0.848216,92295.33219,53900474,0
0x3521b99f2020fe66213aa27aff326118cdea86a2,231,19,6.89E+18,3.86E+18,2.98E+16,2.03E+17,4.1E+16,3.47E+17,0.65604,0.67885,92801.416,23200354,0
0x9224ca23168a20bc1b5e2a1627edf783e193d39c,16,45,4.94E+18,2.35E+17,3.09E+17,5.23E+15,3E+17,4.08E+15,0.526262,0.277528,249255.0984,15204561,0
0x61d89828f79bbaecf854c7df08dca887af0f8ee7,13,667,8.98E+18,2.59E+22,6.91E+17,3.88E+19,8.29E+17,7.01E+19,0.582902,0.767826,56116.52794,38159239,0
0xdae049562763d6a4236af188a05f4f29603b41cc,654,29,2.19E+20,7.74E+19,3.35E+17,2.67E+18,3.64E+17,4.23E+18,0.579465,0.684872,36449.38653,24894931,0
0xdb4858c8935759211424a23f9485607839920396,935,940,3.77E+18,6.97E+20,4.03E+15,7.42E+17,2.81E+16,1.1E+19,0.695162,0.995875,11054.30027,20726813,0
0x6b31a2ef5986d283332e4a3a608adb3c09ffdd13,13,248,1.89E+17,6.84E+18,1.46E+16,2.76E+16,6.06E+15,4E+16,0.204949,0.681752,74555.36015,19458949,0
0xbc05889af534ea29e333fe5fa9bc9b4767ca7653,3,21,5.19E+17,2.17E+18,1.73E+17,1.03E+17,8.91E+16,1.43E+17,0.242812,0.622783,786651,18879624,0
0xe64d5f33e28387855d33980719f27f0d579392af,1,12532,1.5E+16,1.36E+20,1.5E+16,1.08E+16,0,6.56E+16,0,0.787336,3409.79183,42734921,0
0x5de6d95fcf667e79533b64b8652675f3adaf4825,79,0,4.81E+17,0,6.08E+15,0,4.68E+15,0,0.334297,0,41436.79747,3273507,0
0xd4276563d170073482f65b305559e4b73f7a089f,444,0,1.37E+21,0,3.1E+18,0,3.57E+18,0,0.502181,0,1014.734234,450542,0
0x8b29b70b2cd8fdd891c1d0cd5808fb92781ba90b,2802,0,1.39E+20,0,4.96E+16,0,2.76E+16,0,0.106185,0,5877.638829,16469144,0
0x5216c8d4e0f29285b5c8805810487c5277788e31,191,0,5.93E+18,0,3.1E+16,0,1.31E+16,0,0.201019,0,80626.97906,15399753,0
0x7fc5f8ed7307ddebf24934ef9f3e3aa1edc1d841,27,0,1.46E+17,0,5.42E+15,0,1.3E+16,0,0.819499,0,1089804.593,29424724,0
0xdd4950f977ee28d2c132f1353d1595035db444ee,1,0,1E+17,0,1E+17,0,0,0,0,0,0,0,0
0x96313f2c374f901e3831ea6de67b1165c4f39a54,8,0,2.54E+17,0,3.18E+16,0,7.14E+16,0,0.798139,0,134722.125,1077777,0
